5,9000375188984625E-09
1,5864208352071552E-07
1,6647011956891874E-06
9,451475988999875E-06
3,353204405308978E-05
8,177722561830301E-05
0,0001505104483344546
0,0002328471067030989
0,00033215133995536414
0,00045286937954695116
0,0005929884489877028
0,0007532799345759597
0,0009357416085358807
0,001139785082111851
0,0013660860749168653
0,0016153763264029496
0,001888181997074808
0,0021847338105642146
0,002504792855971259
0,0028489295063473317
0,0032173786824794062
0,003610297348031625
0,0040276354318888275
0,004469075506511198
0,004934485741168201
0,005423829890061832
0,005937280185477514
0,006474701190622704
0,007035829851066348
0,007620411845170982
0,008228297733285305
0,008859309240748178
0,009513184851798324
0,010189756025461088
0,010888783481969647
0,011609996036261356
0,01235311923610514
0,013117887165310925
0,01404121811916779
0,014963823451416945
0,015935229453712143
0,01695799505024125
0,01804104648176222
0,019172355101403978
0,02028587318889773
0,021378115825949496
0,022488053648124853
0,023621716615396464
0,02480296293021439
0,026007361989893087
0,02722239793844217
0,028448550124963858
0,029715068503126565
0,030998152946849527
0,032294875592308654
0,033614596948833814
0,034947881940531236
0,036300910424249426
0,03767279659387767
0,0390580643826437
0,04046095426249974
0,04188072377313654
0,043312738071397176
0,04476172924311731
0,04622225279350803
0,04769800614798731
0,04918697983457776
0,05068766218063352
0,052201080264188245
0,05372685742605848
0,05526472431912186
0,05681490431860268
0,05837567412326603
0,059947542164793984
0,061529296971466585
0,06312105475574258
0,06472227180818436
0,06633275796415719
0,06795241260284005
0,06958052632538975
0,0712171483373191
0,0728617537730789
0,07451406549914548
0,07617384131826084
0,07784075231006415
0,0795146488357024
0,08119521301477463
0,08288232531492612
0,08457564156567719
0,08627485680589209
0,08797958620014926
0,08968966266834112
0,09140502995910214
0,09312544524872728
0,09485059760412126
0,09658026748901151
0,09831433512684185
0,10005251552961504
0,1017946287761433
0,10354049871449261
0,10528991354256131
0,10704269036968778
0,10879866964364272
0,11055766325839061
0,11231954602876347
0,11408412607830992
0,11585120191475151
0,11762067149461597
0,11939235318670059
0,12116609971652818
0,12294178458449344
0,12471924668693125
0,12649837494537886
0,12827902347162812
0,13006104040472594
0,13184433017739397
0,1336287561413166
0,1354141839922572
0,13720051250169757
0,1389876300282347
0,14077542219744008
0,14256378127726568
0,14435260325517535
0,1461417833447568
