52,99898114244305
262,4365869792999
502,8781641872051
698,3512845402157
839,6804583034294
936,2813320717567
998,3937675802794
1034,556522315643
1051,4796825667536
1054,3018673224287
1046,9002859795737
1032,1538861575175
1012,1978937322865
988,6245959772916
962,581979144463
934,9164833326457
906,2679219633155
877,0790317935969
847,6312967980606
818,130995821261
788,7575905507863
759,6127206233064
730,7497444765122
702,293424692208
674,2040103232378
646,429327706315
618,9165801721499
591,6421286142855
564,5391068530135
537,5691065321552
510,71918394011345
484,02178863113653
457,5294980393185
431,17873615705355
404,93261522433113
378,81116533443895
352,7833907418795
326,8564064893842
300,94995924208337
275,10511127299776
249,2156639950179
223,24091577589684
197,18766965498884
170,95591476537055
144,55177591300634
117,98058751127252
91,23476175091751
64,34856769851584
37,3885505054405
10,473272620191098
-16,30694745979398
-42,688872841768315
-68,56654100821301
-93,67653228826583
-117,79666272679736
-140,84009702578817
-162,67351833634538
-183,0979069679348
-202,1406932320289
-219,7363899283136
-235,8018904377213
-250,4712149420603
-263,8395642637559
-275,863377184678
-286,72438469892126
-296,5595605905713
-305,49176971024565
-313,71648371253576
-321,3693466953288
-328,6454580458524
-335,6429961560464
-342,4820096613572
-349,24256502752837
-355,94071114719213
-362,5974530694305
-369,23107870055463
-375,783979514376
-382,2453335825017
-388,59881756707887
-394,8264101441985
-400,9527425696545
-406,9814114641438
-412,94607289558394
-418,850527541497
-424,73170166801737
-430,61163247614104
-436,50669367366135
-442,4357333168042
-448,4163777473223
-454,44334270998496
-460,5223544784678
-466,6630503111491
-472,8421510171797
-479,05205120748457
-485,27228556513444
-491,48802610984205
-497,6637783152307
-503,7810224529241
-509,81572035886705
-515,7473887573094
