53,059828124778164
311,0886048898146
576,2553926375551
765,0886332651554
892,1604190135873
974,3505077916898
1024,1505107295552
1050,493859468982
1059,8591634234785
1056,9864244108855
1045,2892951644728
1027,266238605087
1004,8322416647007
979,3416445762684
951,7839111117389
922,9032374368091
893,2509273402047
863,2143440793212
833,0666412938625
803,0164495420727
773,207702525851
743,7553738627402
714,7100828876697
686,0603288778434
657,8331486304122
630,0255941432771
602,6420905944492
575,6885883622924
549,0973282925554
522,8358433129904
496,8315366968807
471,13416940436696
445,7781553803235
420,7093283283227
395,8894762321656
371,313696420345
346,93689969631635
322,7809731465632
298,7876427772194
274,9436182165972
251,27694872410862
227,72913883532453
204,27405991612443
180,94980912635572
157,70788322690302
134,53368750353724
111,46402856378562
88,48128795592682
65,59590259724709
42,855806903571064
20,291265801068842
-2,088205903546708
-24,20765682269191
-46,06157970339023
-67,58518173668762
-88,70526526681151
-109,43204386293098
-129,65155574412944
-149,37410418572472
-168,65783986032423
-187,49868505717652
-205,95107650639096
-223,9393398763194
-241,51623898840683
-258,66031057556245
-275,20982459554085
-291,26104908690274
-306,8098099820489
-321,77111295387414
-336,27189531948886
-350,23564880124627
-363,52209169654543
-376,05138334886215
-387,613634668113
-398,175063962213
-407,4896776608645
-415,67858833748164
-422,72768195069114
-428,7248297578177
-433,84883247544207
-438,35952519150993
-442,3107840662358
-445,7278421677492
-448,85016143530936
-451,64899108655766
-453,8975865932905
-455,83083219326505
-457,1959481735255
-458,30030537641073
-459,0156012188573
-459,0525926218805
-458,54122133280146
-457,4133539600274
-455,81991538452536
-453,7611264965568
-451,2903596503396
-448,5229594326444
-445,47819429919986
-442,20332191366606
-438,74839947307964
